Year,Provenceid,Provence,tGDP,first_num,second_num,third_num,first_por,second_por,third_por,avgpeople
1990,0,澳门,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,0,中国,18872.90039,5017.200195,7744.299805,6111.399902,26.60000038,41.0,32.40000153,1663.0
1991,0,新疆,335.9100037,111.8600006,107.9899979,116.0699997,33.30059814,32.14849854,34.55390167,2101.0
1991,0,西藏,30.53000069,15.5,4.170000076,10.85999966,50.7696991,13.65869999,35.57160187,1358.0
1991,0,内蒙古,359.6600037,117.1900024,124.0299988,118.4400024,32.58359909,34.48529816,32.93109894,1642.0
1991,0,青海,75.09999847,17.95999908,29.84000015,27.29999924,23.91480064,39.7336998,36.35150146,1647.0
1991,0,四川,1016.309998,339.0,376.480011,300.8299866,33.35599899,37.04380035,29.60020065,1283.0
1991,0,黑龙江,822.2999878,148.3000031,413.2999878,260.7000122,18.03479958,50.26150131,31.7038002,2310.0
1991,0,甘肃,271.3900146,66.55000305,111.9100037,92.93000031,24.52190018,41.23590088,34.24219894,1204.0
1991,0,云南,517.4099731,169.4799957,179.5599976,168.3699951,32.75550079,34.70360184,32.54090118,1377.0
1991,0,广西,518.5900269,195.1699982,141.0200043,182.3999939,37.63470078,27.19300079,35.17229843,1211.0
1991,0,湖南,833.2999878,301.019989,285.2900085,246.9900055,36.12379837,34.23619843,29.63999939,1357.0
1991,0,陕西,468.3699951,116.8799973,197.5399933,153.9499969,24.95459938,42.17610168,32.86930084,1402.0
1991,0,广东,1893.300049,416.0,782.6699829,694.6300049,21.97220039,41.33890152,36.68889999,2941.0
1991,0,吉林,463.4700012,120.4700012,203.0200043,139.9799957,25.99309921,43.8042984,30.20260048,1878.0
1991,0,河北,1072.069946,236.8899994,459.9100037,375.269989,22.0965004,42.89929962,35.00419998,1727.0
1991,0,湖北,913.3800049,279.2999878,359.8599854,274.2200012,30.57869911,39.39870071,30.02260017,1668.0
1991,0,贵州,295.8999939,115.7099991,101.5400009,78.65000153,39.10440063,34.31560135,26.57990074,896.0
1991,0,山东,1810.540039,521.8499756,745.9000244,542.789978,28.82290077,41.1977005,29.97949982,2122.0
1991,0,江西,479.3699951,183.2700043,154.7700043,141.3300018,38.23139954,32.28609848,29.48240089,1249.0
1991,0,河南,1045.72998,334.6099854,388.0899963,323.0299988,31.99769974,37.11190033,30.89039993,1201.0
1991,0,辽宁,1200.099976,180.8000031,590.0999756,429.2000122,15.06540012,49.17089844,35.76369858,3027.0
1991,0,山西,468.5100098,68.76999664,236.2799988,163.4600067,14.67840004,50.43220139,34.8893013,1592.0
1991,0,安徽,663.5999756,190.5,280.2999878,192.8000031,28.70709991,42.23929977,29.05360031,1164.0
1991,0,福建,619.8699951,168.6399994,217.7400055,233.4900055,27.20569992,35.12670135,37.66759872,2041.0
1991,0,浙江,1089.329956,245.2200012,494.1099854,350.0,22.51110077,45.35910034,32.12979889,2558.0
1991,0,江苏,1601.380005,345.1400146,793.9199829,462.3200073,21.55270004,49.57720184,28.87010002,2353.0
1991,0,重庆,374.1799927,109.4899979,130.8800049,101.1800003,29.29999924,41.20000076,29.5,1166.0
1991,0,宁夏,71.77999878,17.89999962,27.77000046,26.10000038,24.93729973,38.68769836,36.36109924,1511.0
1991,0,海南,120.5199966,49.79999924,24.70999908,46.00999832,41.32089996,20.50279999,38.17620087,1804.0
1991,0,台湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0,北京,598.9000244,45.52000046,291.5299988,261.8399963,7.602300167,48.67760086,43.72019958,5494.0
1991,0,天津,342.75,29.26000023,196.6000061,116.7900009,8.536800385,56.72060013,34.74250031,3777.0
1991,0,上海,893.7700195,34.06000137,550.6400146,309.0700073,3.889400005,64.28050232,31.83009911,6954.0
1991,0,香港,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0,澳门,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0,中国,22005.59961,5288.799805,9129.799805,7587.0,24.0,41.5,34.5,1912.0
1992,0,新疆,402.3099976,114.5,147.6399994,140.1699982,28.4605999,36.69810104,34.84130096,2477.0
1992,0,西藏,33.29000092,16.59000015,4.460000038,12.23999977,49.83480072,13.3973999,36.76779938,1468.0
1992,0,内蒙古,421.6799927,126.8600006,152.5599976,142.2599945,30.08440018,36.17910004,33.73649979,1906.0
1992,0,青海,87.51999664,19.89999962,36.31000137,31.30999947,22.73769951,41.48770142,35.77470016,1912.0
1992,0,四川,1624.51001,372.0400085,441.5700073,363.6600037,31.6019001,37.50799942,30.89010048,1477.0
1992,0,黑龙江,864.039978,167.0,493.1000061,299.6000061,17.40130043,51.38059998,31.21809959,2672.0
1992,0,甘肃,317.7900085,74.19999695,128.6600037,114.9300003,23.34880066,40.48590088,36.16540146,1384.0
1992,0,云南,618.6900024,186.8000031,219.0299988,212.8600006,30.19280052,35.40219879,34.40499878,1622.0
1992,0,广西,646.5999756,233.0299988,187.4799957,226.0899963,36.03929901,28.99469948,34.9659996,1490.0
1992,0,湖南,997.7000122,323.9100037,341.730011,321.3399963,32.81829834,34.62379837,32.55789948,1595.0
1992,0,陕西,540.5200195,116.7099991,232.0700073,182.8500061,21.95319939,43.65250015,34.39419937,1571.0
1992,0,广东,2293.540039,465.8299866,1100.319946,881.3900146,19.0326004,44.95619965,36.01129913,3699.0
1992,0,吉林,558.0599976,130.8200073,257.0100098,170.2299957,23.44190025,46.05419922,30.50390053,2246.0
1992,0,河北,1278.5,257.0799866,573.1500244,448.269989,20.10790062,44.82989883,35.06219864,2040.0
1992,0,湖北,1088.390015,303.0,444.6099854,340.7799988,27.83930016,40.85020065,31.31049919,1962.0
1992,0,贵州,339.9100037,121.1800003,122.0800018,96.65000153,35.65060043,35.91540146,28.43400002,1034.0
1992,0,山东,2196.530029,534.6199951,999.1099854,662.7999878,24.33930016,45.4858017,30.17490005,2556.0
1992,0,江西,572.5499878,200.8099976,199.3999939,172.3399963,35.07289886,34.8266983,30.10040092,1472.0
1992,0,河南,1279.75,353.9200134,545.210022,380.6199951,27.65539932,42.60290146,29.74169922,1452.0
1992,0,辽宁,1472.949951,194.6000061,741.9000244,536.5,13.21199989,50.36999893,36.42470169,3693.0
1992,0,山西,570.0,82.94000244,270.2799988,197.8999939,15.04940033,49.04199982,35.90869904,1862.0
1992,0,安徽,801.1599731,230.5,333.0,237.6999969,28.76930046,41.56269836,29.66799927,1390.0
1992,0,福建,787.710022,194.8699951,291.6000061,298.2099915,24.83429909,37.16159821,38.00400162,2557.0
1992,0,浙江,1365.060059,262.6700134,653.4299927,459.6000061,19.09359932,47.4980011,33.40840149,3212.0
1992,0,江苏,2136.02002,393.8200073,1119.26001,622.9400024,18.43709946,52.39929962,29.16360092,3106.0
1992,0,重庆,461.3200073,117.2799988,164.5800018,138.3200073,25.42270088,42.13990021,32.43740082,1427.0
1992,0,宁夏,83.13999939,18.30999947,34.04999924,30.78000069,22.0230999,40.95500183,37.02190018,1718.0
1992,0,海南,181.7100067,53.59000015,38.27000046,93.05999756,28.98010063,20.69540024,50.32450104,2719.0
1992,0,台湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0,北京,709.0999756,48.66999817,345.9100037,314.519989,6.863599777,48.78160095,44.35340118,6458.0
1992,0,天津,411.2399902,30.26000023,233.4100037,147.3699951,7.358200073,56.0766983,36.56499863,4481.0
1992,0,上海,1114.319946,34.15999985,677.3900146,402.769989,3.065500021,60.78950119,36.14490128,8650.0
1992,0,香港,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0,澳门,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0,中国,27194.5,5800.299805,11725.2998,9668.900391,21.29999924,43.09999847,35.59999847,2334.0
1993,0,新疆,505.6300049,126.8499985,205.0700073,163.3300018,25.61330032,41.40739822,32.97930145,2964.0
1993,0,西藏,37.27999878,18.29999924,5.489999771,13.63000011,48.90430069,14.67129993,36.42440033,1624.0
1993,0,内蒙古,532.710022,149.9600067,203.4600067,184.3899994,27.88349915,37.83119965,34.28530121,2423.0
1993,0,青海,109.6200027,22.20999908,48.13000107,39.34000015,20.24979973,43.88219833,35.86800003,2364.0
1993,0,四川,2096.47998,449.3800049,580.3800049,456.3200073,30.23929977,39.0544014,30.70630074,1854.0
1993,0,黑龙江,1203.219971,198.4100037,649.7000122,350.2399902,16.55690002,54.21620178,29.2269001,3306.0
1993,0,甘肃,372.2399902,87.43000031,159.9600067,124.8499985,23.48749924,42.97230148,33.54019928,1600.0
1993,0,云南,779.210022,191.4499969,325.5700073,266.25,24.44239998,41.56549835,33.99209976,2030.0
1993,0,广西,893.5800171,245.6000061,321.1000061,305.0,28.17480087,36.83610153,34.98910141,1982.0
1993,0,湖南,1278.280029,383.6799927,470.0499878,390.980011,30.82489967,37.76380157,31.41130066,1997.0
1993,0,陕西,671.3699951,148.2400055,297.4899902,232.4700012,21.85790062,43.86460114,34.27750015,1981.0
1993,0,广东,3225.300049,558.7000122,1704.880005,1205.699951,16.10420036,49.14220047,34.75360107,5085.0
1993,0,吉林,717.9500122,156.0500031,351.0299988,211.5,21.71640015,48.8504982,29.43300056,2826.0
1993,0,河北,1690.839966,301.6799927,847.9199829,541.2399902,17.84199905,50.14789963,32.01010132,2682.0
1993,0,湖北,1424.380005,346.3900146,537.5999756,441.8399963,26.12630081,40.5481987,33.32550049,2361.0
1993,0,贵州,416.0700073,133.4100037,155.0299988,129.25,31.94000053,37.11600113,30.94400024,1234.0
1993,0,山东,2779.48999,596.6300049,1355.709961,818.0300293,21.53610039,48.93610001,29.52779961,3212.0
1993,0,江西,723.0599976,225.5800018,282.4599915,215.0,31.19879913,39.06560135,29.73559952,1835.0
1993,0,河南,1662.76001,410.4500122,764.2000122,485.5299988,24.72319984,46.03120041,29.24559975,1865.0
1993,0,辽宁,2010.819946,260.7999878,1039.300049,710.7999878,12.97000027,51.68590164,35.34909821,5015.0
1993,0,山西,704.7000122,97.26999664,335.0299988,248.1100006,14.29580021,49.23939896,36.46480179,2271.0
1993,0,安徽,1069.839966,286.0,444.9700012,306.1700134,27.57579994,42.90359879,29.52059937,1785.0
1993,0,福建,1133.48999,254.3600006,455.7900085,404.0499878,22.82889938,40.90739822,36.26369858,3556.0
1993,0,浙江,1909.48999,315.9700012,983.960022,625.9899902,16.40629959,51.09069824,32.50360107,4469.0
1993,0,江苏,2998.159912,490.5899963,1598.050049,909.5200195,16.36300087,53.30099869,30.33589935,4321.0
1993,0,重庆,608.5300293,141.9900055,229.5299988,181.5299988,23.33329964,44.72579956,31.9409008,1870.0
1993,0,宁夏,103.8199997,20.84000015,45.61000061,38.04000092,19.94449997,43.65010071,36.40539932,2148.0
1993,0,海南,258.0799866,76.81999969,66.08000183,117.5,29.49959946,25.37540054,45.12120056,3755.0
1993,0,台湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0,北京,863.539978,53.13999939,419.5599976,413.5100098,6.204699993,48.03369904,45.76160049,8006.0
1993,0,天津,536.0999756,35.40000153,308.3999939,195.1399994,6.601399899,56.42229843,36.97629929,5800.0
1993,0,上海,1511.609985,37.81999969,902.3800049,579.0300293,2.527800083,59.56100082,37.91120148,10729.0
1993,0,香港,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0,澳门,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0,中国,35673.19922,6887.600098,16473.09961,12312.59961,19.29999924,46.20000076,34.5,3027.0
1994,0,新疆,673.6799927,187.6900024,265.3800049,220.6100006,28.3383007,37.61169815,34.04999924,3888.0
1994,0,西藏,45.84000015,21.10000038,7.920000076,16.81999969,45.96649933,17.13419914,36.89929962,1964.0
1994,0,内蒙古,681.9199829,208.5299988,261.7900085,211.6000061,30.00169945,36.61840057,33.37990189,3094.0
1994,0,青海,138.2400055,31.70999908,58.34999847,48.18000031,23.41040039,41.74860001,34.8409996,2942.0
1994,0,四川,2777.879883,788.3900146,1166.219971,823.2700195,29.84749985,39.11090088,31.04159927,2481.0
1994,0,黑龙江,1618.630005,316.3200073,852.9699707,449.3399963,19.01679993,52.98770142,27.99550056,4390.0
1994,0,甘肃,451.6600037,103.8099976,199.3200073,148.5299988,22.89850044,43.79750061,33.30390167,1921.0
1994,0,云南,973.9699707,237.5099945,429.6600037,306.7999878,24.01449966,43.57479858,32.41070175,2515.0
1994,0,广西,1241.829956,357.7399902,485.5700073,398.519989,27.53590012,39.20669937,33.25740051,2675.0
1994,0,湖南,1694.420044,532.8900146,618.0700073,543.460022,32.29600143,35.74020004,31.96389961,2630.0
1994,0,陕西,816.5800171,181.7799988,336.4599915,298.3399963,20.47719955,43.43109894,36.09170151,2424.0
1994,0,广东,4240.560059,694.6500244,2139.889893,1406.02002,14.98690033,48.7820015,36.23109818,6530.0
1994,0,吉林,936.7800293,259.3999939,398.8299866,278.5499878,27.66250038,42.3266983,30.01079941,3657.0
